STATION,NAME,DATE,AWND,CDSD,DSNW,EMNT,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,DSND,EMSD
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2018-12,,,0.0,,0.0,0.11,,,0.21,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-01,,,,,,0.99,,,3.11,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-02,,,4.0,,14.7,1.84,,,5.43,32.9,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-03,,,,,,0.54,,,1.34,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-04,,,,,,0.19,,,0.31,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-05,,,,,,0.94,,,2.45,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-06,,,0.0,,0.0,0.06,,,0.06,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-07,,,,,,0.88,,,2.02,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-08,,,,,,0.33,,,0.57,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-09,,,,,,0.77,,,2.61,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-11,,,2.0,,6.8,1.89,,,4.54,10.8,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2019-12,,,,,,0.56,,,2.59,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-01,,,1.0,,2.4,0.16,,,0.28,2.4,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-02,,,1.0,,7.8,0.88,,,1.56,7.9,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-03,,,,,,1.52,,,5.03,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-04,,,0.0,,0.0,0.37,,,0.73,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-05,,,0.0,,0.0,0.02,,,0.02,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-06,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-07,,,,,,0.84,,,1.63,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-08,,,,,,0.66,,,1.28,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-09,,,0.0,,0.0,0.39,,,0.4,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-11,,,0.0,,0.5,0.19,,,0.3,0.8,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2020-12,,,1.0,,1.5,0.21,,,0.37,1.5,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-01,,,4.0,,36.0,3.14,,,5.17,50.5,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-02,,,1.0,,2.4,0.14,,,0.22,2.4,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-03,,,3.0,,2.6,0.37,,,1.14,6.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-04,,,,,,0.17,,,0.19,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-05,,,0.0,,0.0,0.04,,,0.04,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-06,,,0.0,,0.0,0.12,,,0.19,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-07,,,,,,1.87,,,8.95,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-08,,,,,,1.24,,,3.86,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-09,,,,,,1.18,,,2.48,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-10,,,0.0,,0.0,0.51,,,1.54,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-11,,,0.0,,0.0,0.08,,,0.08,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2021-12,,,,,,2.07,,,4.63,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-01,,,1.0,,1.5,0.49,,,0.84,1.5,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-02,,,2.0,,4.1,0.73,,,1.13,6.5,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-03,,,0.0,,0.2,0.33,,,0.71,0.4,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-04,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-05,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-06,,,,,,0.91,,,1.78,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-07,,,,,,2.57,,,7.53,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-08,,,,,,1.48,,,6.21,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-09,,,,,,0.86,,,2.48,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-10,,,,,,0.98,,,2.1,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-11,,,0.0,,0.1,0.46,,,0.5,0.1,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2022-12,,,3.0,,3.7,1.17,,,2.72,8.3,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2023-01,,,,,,1.47,,,5.26,,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2023-02,,,4.0,,7.8,0.96,,,2.08,19.4,,,,,,,,,
US1AZYV0091,"PRESCOTT 2.6 E, AZ US",2023-03,,,,,,2.26,,,5.9,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2013-07,,,,,,0.56,,,5.33,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2013-08,,,,,,0.99,,,5.73,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2013-09,,,,,,1.7,,,3.38,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2013-10,,,0.0,,0.0,0.35,,,0.38,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2013-11,,,0.0,,0.2,1.15,,,2.2,0.2,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2013-12,,,1.0,,2.5,0.25,,,0.66,3.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-01,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-02,,,0.0,,0.0,0.05,,,0.1,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-03,,,0.0,,0.0,0.7,,,1.19,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-04,,,0.0,,0.2,0.17,,,0.37,0.2,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-05,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-06,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-07,,,,,,2.57,,,4.74,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-08,,,,,,1.82,,,7.03,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-09,,,,,,2.15,,,3.5,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-10,,,0.0,,0.0,0.1,,,0.12,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-11,,,0.0,,0.0,0.08,,,0.13,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2014-12,,,,,,1.15,,,2.12,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-01,,,1.0,,5.8,0.72,,,2.41,6.1,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-02,,,0.0,,0.0,0.54,,,1.06,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-03,,,1.0,,2.0,1.24,,,2.73,2.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-04,,,0.0,,0.0,0.41,,,0.53,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-05,,,,,,0.52,,,1.29,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-06,,,0.0,,0.0,0.21,,,0.5,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-07,,,,,,0.88,,,1.61,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-08,,,,,,0.76,,,2.61,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-09,,,,,,0.95,,,1.22,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-10,,,,,,0.9,,,2.96,,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-11,,,2.0,,2.0,0.35,,,0.78,3.5,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2015-12,,,4.0,,2.0,0.17,,,0.64,6.9,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2016-01,,,3.0,,4.2,1.1,,,2.08,10.3,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2016-02,,,2.0,,3.6,0.49,,,0.55,4.6,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2016-03,,,0.0,,0.0,0.1,,,0.12,0.0,,,,,,,,,
US1AZYV0017,"PRESCOTT 2.9 WNW, AZ US",2016-04,,,0.0,,0.0,0.34,,,0.62,0.0,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2017-02,,,,,,1.52,,,2.21,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2017-08,,,,,,0.81,,,2.96,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2017-09,,,,,,0.41,,,1.02,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2017-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2017-11,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2018-07,,,,,,,,,6.04,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2018-08,,,,,,1.85,,,7.08,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2019-01,,,2.0,,3.3,0.76,,,2.29,4.8,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2019-02,,,,,,2.16,,,5.48,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2019-09,,,,,,0.61,,,1.91,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2019-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2019-11,,,,,,2.06,,,4.39,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2019-12,,,,,,0.81,,,2.16,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2020-01,,,1.0,,2.7,0.3,,,0.38,2.7,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2020-02,,,1.0,,6.3,0.74,,,2.19,6.3,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2020-03,,,,,,1.58,,,4.77,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2020-04,,,,,,0.25,,,0.46,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2020-07,,,,,,0.51,,,1.76,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2020-08,,,,,,0.36,,,0.92,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2020-11,,,0.0,,0.8,0.3,,,0.38,1.2,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2020-12,,,1.0,,1.0,0.12,,,0.12,1.0,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2021-03,,,2.0,,4.0,0.38,,,1.33,6.3,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2021-07,,,,,,1.56,,,5.89,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2021-08,,,,,,1.44,,,4.91,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2021-09,,,,,,0.53,,,1.54,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2021-10,,,,,,0.71,,,1.37,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2021-11,,,0.0,,0.0,0.08,,,0.1,0.0,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2021-12,,,,,,1.61,,,4.15,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2022-01,,,0.0,,0.8,0.59,,,1.03,1.3,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2022-02,,,2.0,,6.3,0.41,,,0.55,11.3,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2022-03,,,0.0,,0.5,0.35,,,0.78,0.7,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2022-04,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2022-06,,,,,,0.55,,,1.36,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2022-07,,,,,,1.19,,,3.66,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2022-09,,,,,,1.57,,,4.73,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2022-10,,,,,,0.54,,,1.14,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2022-11,,,0.0,,0.2,0.35,,,0.6,0.2,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2022-12,,,,,,0.53,,,1.35,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2023-01,,,3.0,,4.4,1.41,,,4.7,10.4,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2023-02,,,3.0,,3.5,0.82,,,1.89,9.9,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2023-03,,,,,,1.57,,,4.83,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2023-04,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2023-05,,,,,,0.72,,,0.89,,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2023-06,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0138,"PRESCOTT 4.3 NW, AZ US",2023-07,,,,,,0.77,,,1.48,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2019-05,,,,,,1.3,,,2.5,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2019-08,,,,,,,,,1.37,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2019-09,,,,,,0.41,,,2.04,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2019-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2019-12,,,,,,,,,1.96,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2020-02,,,1.0,,4.8,0.75,,,1.47,4.8,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2020-04,,,,,,0.24,,,0.33,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2020-05,,,,,,,,,0.02,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2020-06,,,,,,0.0,,,0.0,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2020-09,,,0.0,,0.0,0.04,,,0.05,0.0,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2021-02,,,1.0,,1.1,0.35,,,0.37,1.1,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2021-08,,,,,,1.9,,,5.04,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2021-09,,,,,,,,,3.66,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2023-02,,,,,,,,,1.69,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2023-05,,,,,,,,,0.94,,,,,,,,,,
US1AZYV0179,"PRESCOTT 2.5 N, AZ US",2023-07,,,,,,0.69,,,1.01,,,,,,,,,,
US1AZYV0057,"PRESCOTT VALLEY 5.7 N, AZ US",2015-04,,,0.0,,0.0,0.39,,,0.42,0.0,,,,,,,,,
US1AZYV0057,"PRESCOTT VALLEY 5.7 N, AZ US",2015-05,,,,,,0.48,,,1.41,,,,,,,,,,
US1AZYV0057,"PRESCOTT VALLEY 5.7 N, AZ US",2015-06,,,0.0,,0.0,0.27,,,0.74,0.0,,,,,,,,,
US1AZYV0057,"PRESCOTT VALLEY 5.7 N, AZ US",2015-07,,,,,,1.03,,,2.12,,,,,,,,,,
US1AZYV0057,"PRESCOTT VALLEY 5.7 N, AZ US",2015-08,,,,,,0.54,,,1.06,,,,,,,,,,
US1AZYV0057,"PRESCOTT VALLEY 5.7 N, AZ US",2015-09,,,,,,0.53,,,1.41,,,,,,,,,,
US1AZYV0057,"PRESCOTT VALLEY 5.7 N, AZ US",2015-10,,,,,,0.68,,,2.28,,,,,,,,,,
US1AZYV0057,"PRESCOTT VALLEY 5.7 N, AZ US",2015-11,,,0.0,,0.0,,,,,0.0,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2014-08,,,,,,1.59,,,6.04,,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2014-10,,,0.0,,0.0,0.06,,,0.07,0.0,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2014-11,,,0.0,,0.0,0.12,,,0.12,0.0,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2015-01,,,,,,0.78,,,2.33,,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2015-02,,,0.0,,0.0,0.95,,,0.98,0.0,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2015-04,,,0.0,,0.0,0.48,,,0.61,0.0,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2015-06,,,,,,0.34,,,0.74,,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2015-07,,,,,,1.07,,,1.66,,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2015-08,,,,,,0.61,,,2.44,,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2015-09,,,,,,0.49,,,0.81,,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2015-10,,,,,,0.85,,,2.9,,,,,,,,,,
US1AZYV0056,"PRESCOTT 2.9 NNW, AZ US",2015-11,,,0.0,,0.0,0.28,,,0.56,0.0,,,,,,,,,
US1AZYV0133,"PRESCOTT 4.4 NW, AZ US",2021-07,,,,,,1.25,,,4.63,,,,,,,,,,
US1AZYV0133,"PRESCOTT 4.4 NW, AZ US",2021-08,,,,,,1.18,,,4.44,,,,,,,,,,
US1AZYV0133,"PRESCOTT 4.4 NW, AZ US",2021-09,,,,,,0.48,,,1.39,,,,,,,,,,
US1AZYV0133,"PRESCOTT 4.4 NW, AZ US",2022-01,,,,,,0.25,,,0.62,,,,,,,,,,
US1AZYV0133,"PRESCOTT 4.4 NW, AZ US",2022-03,,,,,,0.4,,,0.7,,,,,,,,,,
US1AZYV0133,"PRESCOTT 4.4 NW, AZ US",2022-07,,,,,,0.42,,,2.63,,,,,,,,,,
US1AZYV0133,"PRESCOTT 4.4 NW, AZ US",2022-08,,,,,,0.6,,,5.51,,,,,,,,,,
US1AZYV0011,"PRESCOTT 16.2 NNW, AZ US",2013-07,,,,,,1.27,,,3.27,,,,,,,,,,
US1AZYV0011,"PRESCOTT 16.2 NNW, AZ US",2013-08,,,,,,1.43,,,3.56,,,,,,,,,,
US1AZYV0011,"PRESCOTT 16.2 NNW, AZ US",2013-09,,,,,,0.51,,,1.24,,,,,,,,,,
US1AZYV0176,"PRESCOTT 2.4 W, AZ US",2019-05,,,,,,0.54,,,1.48,,,,,,,,,,
US1AZYV0176,"PRESCOTT 2.4 W, AZ US",2019-06,,,,,,0.01,,,0.01,,,,,,,,,,
US1AZYV0176,"PRESCOTT 2.4 W, AZ US",2019-07,,,,,,0.41,,,1.23,,,,,,,,,,
US1AZYV0176,"PRESCOTT 2.4 W, AZ US",2019-08,,,,,,0.84,,,1.18,,,,,,,,,,
US1AZYV0176,"PRESCOTT 2.4 W, AZ US",2019-09,,,,,,0.8,,,3.19,,,,,,,,,,
US1AZYV0176,"PRESCOTT 2.4 W, AZ US",2019-11,,,,,,2.21,,,5.37,,,,,,,,,,
US1AZYV0176,"PRESCOTT 2.4 W, AZ US",2019-12,,,,,,0.41,,,2.54,,,,,,,,,,
US1AZYV0176,"PRESCOTT 2.4 W, AZ US",2020-01,,,,,,0.2,,,0.26,,,,,,,,,,
US1AZYV0176,"PRESCOTT 2.4 W, AZ US",2020-02,,,,,,1.41,,,2.2,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2016-04,,,,,,0.46,,,0.88,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2016-05,,,,,,0.23,,,0.88,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2016-06,,,0.0,,0.0,0.43,,,1.01,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2016-07,,,,,,1.12,,,2.28,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2016-08,,,,,,1.32,,,7.89,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2016-09,,,,,,0.8,,,1.91,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2016-10,,,,,,0.4,,,0.65,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2016-11,,,0.0,,0.0,1.64,,,2.68,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2016-12,,,,,,1.41,,,5.01,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2017-01,,,,,,1.52,,,5.06,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2017-02,,,,,,3.3,,,4.61,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2017-03,,,,,,1.38,,,1.69,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2017-04,,,0.0,,0.0,0.2,,,0.25,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2017-05,,,,,,0.15,,,0.26,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2017-06,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2017-07,,,,,,1.01,,,5.17,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2017-08,,,,,,0.45,,,2.16,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2017-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2017-11,,,0.0,,0.0,0.03,,,0.03,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2017-12,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2018-01,,,0.0,,0.0,1.62,,,2.09,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2018-02,,,,,,1.12,,,2.23,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2018-03,,,,,,0.68,,,1.09,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2018-04,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2018-05,,,0.0,,0.0,0.55,,,0.7,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2018-06,,,0.0,,0.0,1.08,,,1.09,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2018-07,,,,,,0.86,,,5.09,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2018-08,,,,,,1.77,,,4.56,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2018-09,,,0.0,,0.0,0.42,,,0.42,0.0,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2018-10,,,,,,1.25,,,3.82,,,,,,,,,,
US1AZYV0098,"PRESCOTT 3.2 WSW, AZ US",2018-11,,,0.0,,0.0,0.88,,,0.88,0.0,,,,,,,,,
