STATION,NAME,DATE,AWND,CDSD,DSNW,EMNT,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,DSND,EMSD
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2016-11,,427.0,2.0,9.0,3.0,0.57,74.0,1210.0,1.83,4.0,42.6,55.8,29.4,,,,,3.0,3.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2016-12,,427.0,1.0,6.0,5.0,1.13,60.0,2106.0,2.89,5.0,35.1,46.9,23.3,,,,,5.0,5.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-01,,0.0,5.0,2.0,12.0,0.68,55.0,3072.0,3.14,26.3,31.7,39.8,23.6,,,,,13.0,12.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-02,,0.0,0.0,20.0,0.0,0.92,68.0,3713.0,0.95,0.0,41.3,52.4,30.2,,,,,5.0,4.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-03,,0.0,3.0,15.0,4.0,0.66,76.0,4316.0,1.18,7.3,45.6,60.3,30.8,,,,,4.0,4.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-04,,0.0,0.0,24.0,0.7,0.14,73.0,4798.0,0.22,1.0,48.9,63.4,34.5,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-05,,2.0,0.0,28.0,0.1,0.13,81.0,5073.0,0.21,0.1,55.6,71.4,39.7,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-06,,180.0,0.0,39.0,0.0,0.19,97.0,5103.0,0.19,0.0,69.9,86.8,53.0,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-07,,383.0,0.0,49.0,0.0,0.79,96.0,5.0,3.02,0.0,71.4,84.7,58.1,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-08,,495.0,0.0,46.0,0.0,0.39,91.0,14.0,1.7,0.0,68.6,82.7,54.5,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-09,,552.0,0.0,29.0,0.0,0.14,93.0,170.0,0.34,0.0,61.7,77.5,45.9,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-10,,552.0,0.0,26.0,0.0,0.0,79.0,511.0,0.0,0.0,53.7,71.3,36.0,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-11,,552.0,0.0,14.0,0.0,0.0,74.0,1013.0,0.0,0.0,48.2,62.8,33.7,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2017-12,,552.0,0.0,14.0,0.0,0.0,67.0,1803.0,0.0,0.0,38.0,52.9,23.0,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2018-01,,0.0,1.0,6.0,2.0,0.87,65.0,2531.0,1.15,2.8,38.0,53.1,23.0,,,,,2.0,2.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2018-02,,0.0,4.0,0.0,5.2,0.32,69.0,3311.0,1.41,12.3,37.1,50.7,23.5,,,,,7.0,5.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2018-03,,0.0,1.0,15.0,2.2,0.42,68.0,4066.0,0.76,2.2,40.6,53.6,27.7,,,,,1.0,2.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2018-04,,0.0,0.0,26.0,0.0,0.4,80.0,4426.0,0.4,0.0,52.2,68.0,36.3,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2018-05,,13.0,0.0,30.0,0.0,0.33,86.0,4686.0,0.46,0.0,57.1,73.1,41.0,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2018-06,,166.0,0.0,41.0,0.0,0.07,94.0,4708.0,0.1,0.0,69.3,84.8,53.8,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2018-07,,387.0,0.0,50.0,0.0,0.65,97.0,0.0,1.69,0.0,72.9,87.6,58.1,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2018-08,,561.0,0.0,49.0,0.0,1.61,93.0,6.0,3.74,0.0,70.4,83.2,57.7,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2018-09,,611.0,0.0,39.0,0.0,0.33,86.0,58.0,0.88,0.0,64.9,80.2,49.7,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2018-10,,612.0,1.0,28.0,3.0,1.08,77.0,559.0,3.5,3.0,48.9,59.6,38.2,,,,,1.0,3.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2018-11,,612.0,1.0,15.0,2.5,0.42,64.0,1270.0,0.42,2.5,39.6,52.9,26.3,,,,,1.0,3.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2019-02,,,7.0,4.0,16.0,1.33,56.0,,4.49,30.5,31.0,41.5,20.4,,,,,16.0,16.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2019-03,,,2.0,15.0,2.0,0.64,67.0,,1.63,3.5,41.6,53.5,29.8,,,,,2.0,2.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2019-04,,,0.0,22.0,0.0,0.2,76.0,,0.23,0.0,49.0,63.9,34.1,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2019-05,,,0.0,28.0,0.0,0.37,74.0,,2.04,0.0,48.1,61.5,34.7,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2019-06,,,0.0,35.0,0.0,0.0,87.0,,0.0,0.0,63.0,79.8,46.3,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2019-07,,,0.0,47.0,0.0,0.65,93.0,0.0,1.2,0.0,71.9,87.7,56.1,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2019-08,,,0.0,52.0,0.0,0.68,93.0,0.0,1.24,0.0,71.9,87.9,55.9,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2019-10,,,0.0,11.0,0.0,0.33,78.0,,0.33,0.0,48.8,66.6,30.9,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2019-11,,,1.0,17.0,7.0,1.1,70.0,,3.44,8.9,42.5,57.8,27.3,,,,,1.0,7.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2019-12,,,2.0,-3.0,7.0,0.57,62.0,,2.31,13.5,31.5,42.3,20.7,,,,,7.0,9.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2020-01,,0.0,1.0,12.0,3.5,0.21,56.0,,0.21,3.5,34.3,47.2,21.4,,,,,4.0,4.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2020-02,,0.0,0.0,7.0,0.1,0.08,62.0,,0.19,0.1,37.6,52.3,22.9,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2020-03,,0.0,,23.0,,,63.0,,2.56,,41.8,53.7,29.9,,,,,,
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2020-04,,,0.0,,0.0,,,,,0.0,,,,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2020-09,,,0.0,32.0,0.0,0.0,96.0,,0.0,0.0,64.7,83.9,45.4,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2020-10,,,0.0,18.0,0.1,0.2,85.0,,0.2,0.1,56.6,76.6,36.6,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2020-11,,,1.0,12.0,2.0,0.33,71.0,,0.67,2.0,44.3,60.3,28.2,,,,,1.0,2.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2020-12,,,0.0,9.0,0.5,0.07,58.0,,0.12,0.5,31.6,45.1,18.2,,,,,1.0,1.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2021-01,,0.0,6.0,6.0,9.5,0.5,65.0,,2.47,27.7,32.0,46.1,17.9,,,,,10.0,11.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2021-02,,0.0,0.0,12.0,0.5,0.15,60.0,,0.21,0.5,36.6,50.9,22.3,,,,,5.0,4.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2021-03,,0.0,4.0,13.0,4.0,0.5,68.0,,1.28,8.0,38.5,51.7,25.3,,,,,4.0,4.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2021-07,,,0.0,51.0,0.0,3.71,102.0,1.0,8.67,0.0,72.0,85.0,59.0,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2021-08,,,0.0,41.0,0.0,0.35,91.0,13.0,0.91,0.0,69.9,84.4,55.3,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2021-09,,,0.0,37.0,0.0,1.3,91.0,59.0,1.77,0.0,65.8,82.2,49.5,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2021-10,,,0.0,25.0,0.0,0.57,74.0,566.0,0.95,0.0,48.6,63.0,34.3,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2021-11,,,0.0,18.0,0.0,0.0,72.0,1152.0,0.0,0.0,45.4,61.6,29.3,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2021-12,,,2.0,11.0,2.5,0.75,63.0,1886.0,1.51,6.3,36.8,49.8,23.8,,,,,4.0,3.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2022-01,,0.0,0.0,3.0,0.1,0.0,59.0,2804.0,0.1,0.1,34.4,49.1,19.7,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2022-02,,0.0,2.0,3.0,8.0,0.1,63.0,3646.0,0.66,9.0,32.6,48.4,16.8,,,,,4.0,8.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2022-04,,,0.0,19.0,0.0,0.04,75.0,,0.04,0.0,50.1,66.4,33.8,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2022-06,,,0.0,37.0,0.0,2.25,91.0,,2.69,0.0,67.5,83.6,51.5,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2022-07,,,0.0,51.0,0.0,0.57,94.0,2.0,3.07,0.0,72.5,85.4,59.7,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2022-08,,,0.0,50.0,0.0,1.07,86.0,6.0,6.71,0.0,68.0,80.4,55.6,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2022-09,,,0.0,40.0,0.0,0.77,90.0,97.0,2.97,0.0,64.4,78.1,50.6,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2022-10,,,0.0,21.0,0.0,1.02,75.0,497.0,2.4,0.0,51.2,65.6,36.8,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2022-11,,,0.0,13.0,0.0,0.5,61.0,1369.0,0.96,0.0,36.0,50.3,21.6,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2022-12,,,2.0,5.0,5.0,0.41,58.0,2330.0,1.11,6.5,33.0,45.9,20.0,,,,,11.0,5.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2023-01,,0.0,5.0,3.0,16.0,1.88,51.0,3416.0,2.7,29.7,30.0,40.4,19.5,,,,,16.0,16.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2023-02,,0.0,4.0,-3.0,3.0,,56.0,4421.0,2.41,12.2,27.9,40.9,14.9,,,,,22.0,9.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2023-03,,0.0,4.0,14.0,8.0,1.9,57.0,5318.0,5.54,14.0,36.1,46.0,26.2,,,,,9.0,12.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2023-04,,0.0,0.0,13.0,0.0,0.0,80.0,5893.0,0.0,0.0,45.8,62.8,28.8,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2023-05,,0.0,0.0,31.0,0.0,0.31,78.0,6223.0,0.38,0.0,54.4,69.9,38.8,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2023-06,,10.0,0.0,34.0,0.0,0.02,85.0,6382.0,0.02,0.0,60.0,76.3,43.7,,,,,0.0,0.0
USC00029156,"WALNUT CANYON NATIONAL MONUMENT, AZ US",2023-07,,319.0,0.0,46.0,0.0,0.16,100.0,0.0,0.49,0.0,75.0,91.1,58.8,,,,,0.0,0.0
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2016-06,,,,,,0.72,,,1.34,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2016-07,,,,,,0.58,,,2.48,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2016-08,,,,,,2.38,,,6.61,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2016-09,,,,,,0.62,,,2.15,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2016-10,,,,,,0.25,,,0.6,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2016-11,,,,,,2.02,,,3.79,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2017-02,,,,,,0.63,,,1.5,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2017-03,,,,,,1.16,,,1.35,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2017-05,,,,,,0.45,,,1.18,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2017-06,,,0.0,,0.0,0.33,,,0.33,0.0,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2017-07,,,,,,0.78,,,4.78,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2017-08,,,,,,0.99,,,3.24,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2017-09,,,,,,0.2,,,0.53,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2017-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2017-11,,,,,,0.05,,,0.09,,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2017-12,,,0.0,,0.0,0.04,,,0.04,0.0,,,,,,,,,
US1AZCN0059,"FLAGSTAFF 1.6 NNE, AZ US",2018-01,,,2.0,,5.0,1.23,,,1.8,8.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2013-07,,,0.0,,0.0,0.08,,,0.08,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2013-08,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2013-09,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2013-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2013-11,,,0.0,,0.0,1.3,,,2.5,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2013-12,,,0.0,,0.0,0.5,,,0.61,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-01,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-02,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-03,,,0.0,,0.0,0.75,,,0.82,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-04,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-05,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-06,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-07,,,,,,0.65,,,1.49,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-08,,,,,,0.15,,,0.26,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-09,,,,,,0.53,,,1.42,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-10,,,0.0,,0.0,0.74,,,0.74,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-11,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2014-12,,,,,,0.5,,,1.19,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-01,,,,,,0.5,,,0.98,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-02,,,0.0,,0.0,0.7,,,0.71,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-03,,,0.0,,0.0,0.35,,,0.51,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-04,,,0.0,,0.0,0.1,,,0.1,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-05,,,0.0,,0.0,1.27,,,1.58,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-06,,,0.0,,0.0,0.2,,,0.2,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-07,,,,,,0.23,,,0.33,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-08,,,,,,1.54,,,2.56,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-09,,,,,,0.4,,,1.01,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-10,,,,,,0.25,,,0.95,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-11,,,0.0,,0.0,0.1,,,0.13,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2015-12,,,0.0,,0.0,0.1,,,0.14,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-01,,,0.0,,0.0,0.76,,,1.92,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-02,,,0.0,,0.0,0.23,,,0.23,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-03,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-04,,,0.0,,0.0,0.34,,,0.41,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-05,,,0.0,,0.0,0.24,,,0.4,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-06,,,0.0,,0.0,0.07,,,0.12,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-07,,,0.0,,0.0,0.24,,,0.43,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-08,,,,,,0.44,,,0.93,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-09,,,,,,0.11,,,0.22,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-10,,,0.0,,0.0,0.15,,,0.16,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-11,,,0.0,,0.0,0.28,,,0.53,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2016-12,,,,,,0.54,,,1.59,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-01,,,,,,0.28,,,0.8,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-02,,,,,,0.46,,,0.58,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-03,,,0.0,,0.0,0.25,,,0.25,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-04,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-05,,,0.0,,0.0,0.06,,,0.07,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-06,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-07,,,,,,1.1,,,1.58,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-08,,,,,,3.13,,,3.6,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-09,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-11,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2017-12,,,0.0,,0.0,0.22,,,0.22,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-01,,,0.0,,0.0,0.21,,,0.21,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-02,,,0.0,,0.0,0.57,,,0.69,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-03,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-04,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-05,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-06,,,0.0,,0.0,0.12,,,0.19,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-07,,,,,,0.15,,,0.62,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-08,,,,,,0.54,,,1.68,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-09,,,0.0,,0.0,0.54,,,0.59,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-10,,,,,,0.82,,,3.43,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-11,,,0.0,,0.0,0.2,,,0.2,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2018-12,,,0.0,,0.0,0.19,,,0.3,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-01,,,0.0,,0.0,0.57,,,1.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-02,,,,,,1.63,,,2.78,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-03,,,0.0,,0.0,0.43,,,0.63,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-04,,,0.0,,0.0,0.1,,,0.1,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-05,,,0.0,,0.0,0.04,,,0.1,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-06,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-07,,,0.0,,0.0,0.35,,,0.55,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-08,,,0.0,,0.0,0.02,,,0.04,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-09,,,,,,0.08,,,0.23,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-11,,,,,,1.22,,,3.06,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2019-12,,,,,,0.97,,,1.87,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2020-01,,,0.0,,0.0,0.18,,,0.2,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2020-02,,,0.0,,0.0,0.23,,,0.55,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2020-03,,,,,,0.38,,,0.92,,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2020-04,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2020-05,,,0.0,,0.0,0.01,,,0.01,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2020-06,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2020-07,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2020-08,,,0.0,,0.0,0.69,,,0.72,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2020-09,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
US1AZPN0033,"CASA GRANDE 6.5 NNW, AZ US",2020-10,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
