"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2013-07",,,,,,,"1.29",,,"4.62",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2013-08",,,,,,,"0.73",,,"2.24",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2013-09",,,,,,,"1.14",,,"2.69",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2013-10",,,,,,,"0.20",,,"0.23",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2013-11",,,,,,,"1.69",,,"3.70",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2013-12",,,,,,,"0.84",,,"1.50",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2014-01",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2014-03",,,,,,,"1.37",,,"1.67",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2014-04",,,"0",,,"0.0","0.25",,,"0.39","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2014-05",,,"0",,,"0.0","0.13",,,"0.16","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2014-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2016-05",,,,,,,"0.45",,,"0.87",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2016-06",,,,,,,"0.82",,,"1.75",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2016-07",,,,,,,"1.67",,,"2.89",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2016-08",,,,,,,"1.43",,,"5.84",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2016-09",,,,,,,"0.23",,,"1.07",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2016-10",,,,,,,"0.35",,,"0.55",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2016-11",,,,,,,"0.59",,,"1.96",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2016-12",,,,,,,"1.29",,,"4.76",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2017-01",,,,,,,"1.45",,,"5.28",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2017-02",,,"0",,,"0.1","2.63",,,"4.18","0.1",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2017-03",,,"0",,,"0.0","0.25",,,"0.52","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2017-04",,,"0",,,"0.0","0.05",,,"0.05","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2017-06",,,"0",,,"0.0","0.08",,,"0.12","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2017-07",,,,,,,"1.07",,,"6.65",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2017-08",,,,,,,"0.21",,,"0.84",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2017-09",,,"0",,,"0.0","0.24",,,"0.46","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2017-10",,,"0",,,"0.0","0.04",,,"0.04","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2017-11",,,"0",,,"0.0","0.01",,,"0.01","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2017-12",,,"0",,,"0.0","0.02",,,"0.02","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-01",,,"1",,,"3.0","0.65",,,"1.14","3.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-02",,,"0",,,"0.5","0.59",,,"1.65","0.8",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-03",,,"0",,,"0.0","0.40",,,"0.59","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-04",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-05",,,"0",,,"0.0","0.17",,,"0.19","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-06",,,"0",,,"0.0","0.93",,,"0.96","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-07",,,,,,,"1.30",,,"4.74",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-08",,,,,,,"0.94",,,"4.32",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-09",,,,,,,"0.22",,,"0.46",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-10",,,,,,,"1.49",,,"5.60",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-11",,,"0",,,"0.0","0.63",,,"0.63","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2018-12",,,,,,,"0.17",,,"0.36",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2019-01",,,,,,,"0.53",,,"1.33",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2019-02",,,,,,,"1.98",,,"5.91",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2019-03",,,"1",,,"2.0","0.86",,,"2.23","2.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2019-05",,,,,,,,,,"1.35",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2019-06",,,"0",,,"0.0","0.01",,,"0.01","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2019-08",,,,,,,"0.72",,,"1.65",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2019-10",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2019-11",,,,,,,"1.95",,,"5.79",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2019-12",,,,,,,"0.67",,,"2.21",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2020-02",,,"0",,,"0.8","1.28",,,"1.89","0.8",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2020-03",,,,,,,"1.44",,,"4.46",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2020-04",,,"0",,,"0.0","0.53",,,"0.73","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2020-05",,,"0",,,"0.0","0.09",,,"0.09","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2020-06",,,,,,,"0.01",,,"0.01",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2020-07",,,,,,,"0.58",,,"1.58",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2020-08",,,,,,,"0.26",,,"0.95",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2020-09",,,"0",,,"0.0","0.24",,,"0.24","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2020-10",,,"0",,,"0.0","0.51",,,"0.52","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2020-11",,,"0",,,"0.1","0.10",,,"0.16","0.1",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2020-12",,,"0",,,"0.0","0.33",,,"0.34","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-01",,,,,,,"0.57",,,"1.57",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-02",,,"0",,,"0.5","0.04",,,"0.07","0.5",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-03",,,,,,,"0.26",,,"1.89",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-04",,,"0",,,"0.0","0.07",,,"0.18","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-05",,,"0",,,"0.0","0.15",,,"0.21","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-06",,,"0",,,"0.0","0.13",,,"0.22","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-07",,,,,,,"1.70",,,"4.98",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-08",,,,,,,"0.76",,,"3.46",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-09",,,,,,,"1.42",,,"3.96",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-10",,,,,,,"0.51",,,"1.12",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-11",,,"0",,,"0.0","0.09",,,"0.09","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2021-12",,,,,,,"1.22",,,"4.17",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-01",,,"0",,,"0.0","0.90",,,"0.92","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-02",,,"1",,,"7.0","1.32",,,"1.97","8.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-03",,,,,,,"0.48",,,"1.06",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-04",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-05",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-06",,,,,,,"0.19",,,"0.41",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-07",,,,,,,"0.53",,,"3.94",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-08",,,,,,,"0.95",,,"4.02",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-09",,,,,,,"0.63",,,"1.56",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-10",,,,,,,"1.05",,,"2.69",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-11",,,"1",,,"3.5","0.43",,,"0.78","3.5",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2022-12",,,,,,,"0.88",,,"2.91",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2023-01",,,,,,,,,,"6.02",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2023-02",,,"2",,,"2.5","0.66",,,"1.32","5.4",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2023-03",,,,,,,"1.85",,,"5.72",,,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2023-04",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2023-05",,,"0",,,"0.0","1.48",,,"1.99","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2023-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0004","PAYSON 6.3 NNE, AZ US","2023-07",,,,,,,"0.39",,,"0.97",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2020-04",,,,,,,"0.35",,,"0.56",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2020-08",,,,,,,"0.41",,,"1.15",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2020-11",,,"0",,,"0.5","0.37",,,"0.43","0.5",,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2020-12",,,,,,,"0.29",,,"0.32",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2021-01",,,,,,,"0.38",,,"1.05",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2021-04",,,,,,,"0.10",,,"0.23",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2021-11",,,,,,,"0.07",,,"0.07",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2021-12",,,,,,,"1.10",,,"2.88",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2022-02",,,,,,,"0.95",,,"1.43",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2022-03",,,,,,,"0.45",,,"1.10",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2022-11",,,,,,,"0.42",,,"0.79",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2022-12",,,,,,,"0.60",,,"1.80",,,,
"US1AZGL0015","PAYSON 1.6 NW, AZ US","2023-02",,,,,,,"0.98",,,"2.40",,,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2013-07",,"0","0",,"0","0.0","1.68",,,"7.22","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2013-08",,"0","0",,"0","0.0","1.54",,,"4.24","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2013-09",,,"0",,,"0.0","0.94",,,"1.81","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2013-10",,"0","0",,"0","0.0","0.32",,,"0.42","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2013-11",,"0","0",,"0","0.2","1.83",,,"3.89","0.2",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2013-12",,"9","2",,"4","4.0","1.12",,,"2.12","7.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2014-01",,"0","0",,"0","0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2014-02",,"1","1",,"1","1.5","0.17",,,"0.29","1.5",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2014-03",,"0","0",,"0","0.0","1.51",,,"2.52","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2014-04",,"0","0",,"0","0.0","0.52",,,"0.81","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2014-07",,"0","0",,"0","0.0","1.19",,,"2.15","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2014-08",,"0","0",,"0","0.0","1.53",,,"5.34","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2014-09",,"0","0",,"0","0.0","0.85",,,"3.60","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2014-11",,"0","0",,"0","0.0","0.01",,,"0.01","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2014-12",,"0","0",,"1","0.5","1.29",,,"3.47","1.2",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2015-01",,"5","1",,"14","14.5","1.21",,,"4.31","14.7",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2015-02",,,,,,,,,,"1.31",,,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2015-04",,"0","0",,"0","0.0","0.57",,,"0.73","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2015-05",,"0","0",,"0","0.0","1.49",,,"2.06","0.0",,,
"US1AZGL0003","PINE 0.9 SW, AZ US","2015-07",,,,,,,,,,"1.22",,,,
"JOM00040265","KING HUSSEIN, JO","2013-07",,,,"59",,,,"98","0",,,"76.9","91.1","62.6"
"JOM00040265","KING HUSSEIN, JO","2013-09",,,,"53",,,,"101",,,,"74.1","88.1","60.1"
"JOM00040265","KING HUSSEIN, JO","2013-10",,,,"42",,,,"91",,,,"64.7","79.0","50.4"
"JOM00040265","KING HUSSEIN, JO","2013-11",,,,"40",,,,"80",,,,"60.6","72.2","49.0"
"JOM00040265","KING HUSSEIN, JO","2013-12",,,,"27",,,,"70",,,,"45.8","55.5","36.0"
"JOM00040265","KING HUSSEIN, JO","2015-01",,,,"24",,,,"66",,,,"45.9","55.5","36.4"
"JOM00040265","KING HUSSEIN, JO","2015-02",,,,"32",,,,"77",,,,"49.2","60.8","37.6"
"JOM00040265","KING HUSSEIN, JO","2015-03",,,,"32",,,,,,,,,,"41.9"
"JOM00040265","KING HUSSEIN, JO","2015-04",,,,"34",,,,"98",,,,"60.0","75.2","44.8"
"JOM00040265","KING HUSSEIN, JO","2015-05",,,,"43",,,,"102",,,,"70.4","87.0","53.9"
"JOM00040265","KING HUSSEIN, JO","2015-06",,,,"51",,,,"99",,,,"72.0","86.7","57.4"
"JOM00040265","KING HUSSEIN, JO","2015-07",,,,"55",,,,"103","0",,,"78.2","93.8","62.7"
"JOM00040265","KING HUSSEIN, JO","2015-08",,,,"60",,,,"111","0",,,"81.8","96.5","67.0"
"JOM00040265","KING HUSSEIN, JO","2015-09",,,,"57",,,,"106","0",,,"79.8","94.1","65.5"
"JOM00040265","KING HUSSEIN, JO","2015-10",,,,"49",,,,"96","17",,,"71.4","84.4","58.5"
"JOM00040265","KING HUSSEIN, JO","2015-11",,,,,,,,"78",,,,,"69.0",
"JOM00040265","KING HUSSEIN, JO","2015-12",,,,"19",,,,"64",,,,"47.2","59.1","35.3"
"JOM00040265","KING HUSSEIN, JO","2016-01",,,,,,,,"64",,,,,"54.0",
"JOM00040265","KING HUSSEIN, JO","2016-02",,,,"32",,,,"79",,,,"52.3","64.9","39.7"
"JOM00040265","KING HUSSEIN, JO","2016-03",,,,,,,,"82",,,,,"69.3",
"JOM00040265","KING HUSSEIN, JO","2016-04",,,,"44",,,,"96",,,,"67.7","83.2","52.2"
"JOM00040265","KING HUSSEIN, JO","2016-05",,,,,,,,"103",,,,,"83.6",
"JOM00040265","KING HUSSEIN, JO","2016-06",,,,"51",,,,"106",,,,"79.3","95.9","62.7"
"JOM00040265","KING HUSSEIN, JO","2016-07",,,,"60",,,,"101","0",,,"79.0","93.8","64.1"
"JOM00040265","KING HUSSEIN, JO","2016-08",,,,"63",,,,"102","0",,,"80.5","94.0","67.0"
"JOM00040265","KING HUSSEIN, JO","2016-09",,,,"49",,,,"98","0",,,"74.1","88.2","60.0"
"JOM00040265","KING HUSSEIN, JO","2016-10",,,,"50",,,,"93","2",,,"69.4","84.8","54.0"
"JOM00040265","KING HUSSEIN, JO","2016-11",,,,,,,,"86",,,,,"71.1",
"JOM00040265","KING HUSSEIN, JO","2016-12",,,,,,,,"66",,,,,"56.0",
"JOM00040265","KING HUSSEIN, JO","2017-01",,,,"27",,,,"64",,,,"44.9","55.3","34.6"
"JOM00040265","KING HUSSEIN, JO","2017-02",,,,"27",,,,"72",,,,"46.6","58.7","34.6"
"JOM00040265","KING HUSSEIN, JO","2017-03",,,,,,,,"78",,,,,"66.7",
"JOM00040265","KING HUSSEIN, JO","2017-04",,,,"41",,,,"93",,,,"63.0","78.4","47.6"
"JOM00040265","KING HUSSEIN, JO","2017-05",,,,,,,,"97",,,,,"86.1",
"JOM00040265","KING HUSSEIN, JO","2017-06",,,,"51",,,,"103",,,,"75.5","91.4","59.5"
"JOM00040265","KING HUSSEIN, JO","2017-07",,,,"61",,,,"106","0",,,"82.8","98.3","67.3"
"JOM00040265","KING HUSSEIN, JO","2017-08",,,,"58",,,,"100","0",,,"79.6","94.4","64.8"
"JOM00040265","KING HUSSEIN, JO","2017-09",,,,"54",,,,"106","0",,,"77.2","91.5","62.8"
"JOM00040265","KING HUSSEIN, JO","2017-10",,,,"46",,,,"92","14",,,"66.9","81.0","52.9"
"JOM00040265","KING HUSSEIN, JO","2017-11",,,,"36",,,,"79","191",,,"57.8","70.4","45.3"
"JOM00040265","KING HUSSEIN, JO","2017-12",,,,"30",,,,"72",,,,"53.2","64.5","41.8"
"JOM00040265","KING HUSSEIN, JO","2018-01",,,,"33",,,,"62",,,,"47.7","56.9","38.6"
"JOM00040265","KING HUSSEIN, JO","2018-02",,,,"33",,,,"79",,,,"54.5","65.9","43.1"
"JOM00040265","KING HUSSEIN, JO","2018-03",,,,"38",,,,"91",,,,"60.7","75.2","46.3"
"JOM00040265","KING HUSSEIN, JO","2018-04",,,,,,,,"92",,,,,"78.0",
"JOM00040265","KING HUSSEIN, JO","2018-05",,,,,,,,"101",,,,,"87.0",
"JOM00040265","KING HUSSEIN, JO","2018-06",,,,"55",,,,"103",,,,"75.1","89.5","60.8"
"JOM00040265","KING HUSSEIN, JO","2018-07",,,,"58",,,,"102","0",,,"78.0","92.2","63.9"
"JOM00040265","KING HUSSEIN, JO","2018-08",,,,,,,,"101",,,,,"91.3",
"JOM00040265","KING HUSSEIN, JO","2018-09",,,,"58",,,,"99",,,,"76.3","90.6","62.0"
"JOM00040265","KING HUSSEIN, JO","2018-10",,,,,,,,"98",,,,,"82.4",
"JOM00040265","KING HUSSEIN, JO","2018-11",,,,"43",,,,"79",,,,"57.7","69.0","46.4"
"JOM00040265","KING HUSSEIN, JO","2018-12",,,,"32",,,,"66",,,,"49.9","59.3","40.5"
"JOM00040265","KING HUSSEIN, JO","2019-01","0",,,"32",,,,"67",,,,"47.1","56.9","37.3"
"JOM00040265","KING HUSSEIN, JO","2019-02",,,,,,,,"71",,,,,"59.1",
"JOM00040265","KING HUSSEIN, JO","2019-03",,,,"34",,,,"81",,,,"52.0","62.5","41.6"
"JOM00040265","KING HUSSEIN, JO","2019-04",,,,,,,,"90",,,,,"71.7",
"JOM00040265","KING HUSSEIN, JO","2019-05",,,,"45",,,,"107",,,,"74.2","90.5","57.9"
"JOM00040265","KING HUSSEIN, JO","2019-06",,,,"57",,,,"104",,,,"77.9","92.7","63.0"
"JOM00040265","KING HUSSEIN, JO","2019-07",,,,"60",,,,"101","0",,,"78.2","92.8","63.5"
"JOM00040265","KING HUSSEIN, JO","2019-08",,,,"60",,,,"98","0",,,"78.8","92.9","64.7"
"JOM00040265","KING HUSSEIN, JO","2019-09",,,,"52",,,,"103","0",,,"75.6","89.9","61.2"
"JOM00040265","KING HUSSEIN, JO","2019-10",,,,"47",,,,"95",,,,"70.6","84.5","56.7"
"JOM00040265","KING HUSSEIN, JO","2019-11",,,,"36",,,,,,,,,,"48.1"
"JOM00040265","KING HUSSEIN, JO","2019-12",,,,,,,,"73",,,,,"60.1",
"JOM00040265","KING HUSSEIN, JO","2020-01",,,,,,,,"64",,,,,"53.5",
"JOM00040265","KING HUSSEIN, JO","2020-02",,,,"29",,,,"70",,,,"49.0","58.8","39.1"
"JOM00040265","KING HUSSEIN, JO","2020-09",,,,,,,,"110",,,,,"98.5",
"JOM00040265","KING HUSSEIN, JO","2020-10",,,,,,,,"96",,,,,"89.3",
"JOM00040265","KING HUSSEIN, JO","2021-01",,,,,,,,"70",,,,,"61.4",
"JOM00040265","KING HUSSEIN, JO","2021-03",,,,,,,,"87",,,,,"68.4",
"JOM00040265","KING HUSSEIN, JO","2021-06",,,,,,,,"99",,,,,"88.8",
"JOM00040265","KING HUSSEIN, JO","2021-08",,,,"61",,,,"104",,,,"81.2","96.0","66.5"
"JOM00040265","KING HUSSEIN, JO","2021-09",,,,"54",,,,"96",,,,"73.9","87.8","59.9"
"JOM00040265","KING HUSSEIN, JO","2021-10",,,,"50",,,,"94",,,,"69.3","83.9","54.7"
"JOM00040265","KING HUSSEIN, JO","2021-12",,,,"29",,,,"69",,,,"51.0","61.0","41.0"
"JOM00040265","KING HUSSEIN, JO","2022-02",,,,,,,,"76",,,,,"61.0",
"JOM00040265","KING HUSSEIN, JO","2022-03",,,,,,,,"76",,,,,"59.7",
"JOM00040265","KING HUSSEIN, JO","2022-04",,,,,,,,"99",,,,,"84.1",
"JOM00040265","KING HUSSEIN, JO","2022-06",,,,,,,,"103",,,,,"90.6",
"JOM00040265","KING HUSSEIN, JO","2022-07",,,,"58",,,,"103","0",,,"77.6","92.7","62.5"
"JOM00040265","KING HUSSEIN, JO","2022-08",,,,"58",,,,"108",,,,"80.7","96.1","65.3"
"JOM00040265","KING HUSSEIN, JO","2022-09",,,,"56",,,,"104",,,,"77.4","91.4","63.3"
"JOM00040265","KING HUSSEIN, JO","2022-10",,,,,,,,"94",,,,,"84.2",
"JOM00040265","KING HUSSEIN, JO","2022-11",,,,,,,,"79",,,,,"70.6",
"JOM00040265","KING HUSSEIN, JO","2022-12",,,,,,,,"71",,,,,"63.7",
"JOM00040265","KING HUSSEIN, JO","2023-02",,,,"30",,,,"76",,,,"48.4","59.7","37.1"
"JOM00040265","KING HUSSEIN, JO","2023-03",,,,,,,,"87",,,,,"69.3",
"JOM00040265","KING HUSSEIN, JO","2023-05",,,,"43",,,,"99",,,,"69.8","84.1","55.5"
"JOM00040265","KING HUSSEIN, JO","2023-06",,,,,,,,"99",,,,,"89.3",
"JOM00040265","KING HUSSEIN, JO","2023-07",,,,,,,,"103",,,,,"96.6",
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2019-08",,,,,,,"0.33",,,"1.11",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2019-09",,,,,,,"1.36",,,"2.99",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2019-12",,,,,,,,,,"3.57",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2020-02",,,,,,,"1.30",,,"1.80",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2020-03",,,,,,,"1.11",,,"4.19",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2020-04",,,"0",,,"0.0","0.33",,,"0.57","0.0",,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2020-05",,,"0",,,"0.0","0.07",,,"0.07","0.0",,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2020-06",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2020-07",,,,,,,"0.76",,,"1.95",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2020-08",,,,,,,"0.44",,,"1.19",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2020-10",,,"0",,,"0.0","0.58",,,"0.58","0.0",,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2020-11",,,,,,,"0.23",,,"0.30",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2020-12",,,"0",,,"0.0","0.33",,,"0.36","0.0",,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2021-01",,,,,,,"0.34",,,"0.87",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2021-02",,,"0",,,"0.2","0.10",,,"0.12","0.2",,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2021-03",,,,,,,"0.17",,,"0.47",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2021-05",,,,,,,"0.09",,,"0.10",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2021-08",,,,,,,,,,"4.95",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2021-09",,,,,,,"1.33",,,"3.30",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2021-10",,,"0",,,"0.0","0.77",,,"1.95","0.0",,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2021-11",,,"0",,,"0.0","0.07",,,"0.07","0.0",,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2021-12",,,,,,,"1.60",,,"4.20",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2022-01",,,,,,,"0.72",,,"1.00",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2022-02",,,,,,,"0.19",,,"0.46",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2022-03",,,,,,,"1.16",,,"2.06",,,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2022-04",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2022-05",,,"0",,,"0.0","0.00",,,"0.00","0.0",,,
"US1AZGL0008","PAYSON 2.0 WNW, AZ US","2022-07",,,,,,,"1.38",,,"2.52",,,,
